Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Pennsylvania,2020-03-01,0,,0,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-02,0,,0,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-03,0,,0,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-04,0,,0,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-05,0,,0,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-06,2,,2,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-07,2,,4,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-08,3,1,7,12801989,0,0,0.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-09,4,1.6,11,12801989,0,0,0.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-10,3,2,14,12801989,0,0,0.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-11,6,2.9,20,12801989,0,0,0.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-12,7,3.9,27,12801989,0.1,0,0.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-13,18,6.1,45,12801989,0.1,0,0.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-14,13,7.7,58,12801989,0.1,0.1,0.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-15,16,9.6,74,12801989,0.1,0.1,0.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-16,23,12.3,97,12801989,0.2,0.1,0.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-17,36,17,133,12801989,0.3,0.1,1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-18,53,23.7,186,12801989,0.4,0.2,1.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-19,87,35.1,273,12801989,0.7,0.3,2.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-20,116,49.1,389,12801989,0.9,0.4,3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-21,103,62,492,12801989,0.8,0.5,3.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-22,168,83.7,660,12801989,1.3,0.7,5.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-23,209,110.3,869,12801989,1.6,0.9,6.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-24,268,143.4,1137,12801989,2.1,1.1,8.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-25,582,219,1719,12801989,4.5,1.7,13.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-26,527,281.9,2246,12801989,4.1,2.2,17.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-27,550,343.9,2796,12801989,4.3,2.7,21.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-28,646,421.4,3442,12801989,5,3.3,26.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-29,701,497.6,4143,12801989,5.5,3.9,32.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-30,773,578.1,4916,12801989,6,4.5,38.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-03-31,980,679.9,5896,12801989,7.7,5.3,46.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-01,1203,768.6,7099,12801989,9.4,6,55.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-02,1405,894,8504,12801989,11,7,66.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-03,1639,1049.6,10143,12801989,12.8,8.2,79.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-04,1495,1170.9,11638,12801989,11.7,9.1,90.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-05,1506,1285.9,13144,12801989,11.8,10,102.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-06,1543,1395.9,14687,12801989,12.1,10.9,114.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-07,1771,1508.9,16458,12801989,13.8,11.8,128.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-08,1995,1622,18453,12801989,15.6,12.7,144.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-09,1757,1672.3,20210,12801989,13.7,13.1,157.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-10,1738,1686.4,21948,12801989,13.6,13.2,171.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-11,1162,1638.9,23110,12801989,9.1,12.8,180.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-12,1318,1612,24428,12801989,10.3,12.6,190.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-13,1132,1553.3,25560,12801989,8.8,12.1,199.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-14,1142,1463.4,26702,12801989,8.9,11.4,208.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-15,1238,1355.3,27940,12801989,9.7,10.6,218.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-16,1717,1349.6,29657,12801989,13.4,10.5,231.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-17,1633,1334.6,31290,12801989,12.8,10.4,244.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-18,1213,1341.9,32503,12801989,9.5,10.5,253.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-19,950,1289.3,33453,12801989,7.4,10.1,261.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-20,997,1270,34450,12801989,7.8,9.9,269.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-21,1183,1275.9,35633,12801989,9.2,10,278.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-22,1675,1338.3,37308,12801989,13.1,10.5,291.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-23,1614,1323.6,38922,12801989,12.6,10.3,304,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-24,1353,1283.6,40275,12801989,10.6,10,314.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-25,1180,1278.9,41455,12801989,9.2,10,323.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-26,868,1267.1,42323,12801989,6.8,9.9,330.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-27,1222,1299.3,43545,12801989,9.5,10.1,340.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-28,1069,1283,44614,12801989,8.4,10,348.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-29,1488,1256.3,46102,12801989,11.6,9.8,360.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-04-30,1163,1191.9,47265,12801989,9.1,9.3,369.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-01,1325,1187.9,48590,12801989,10.3,9.3,379.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-02,965,1157.1,49555,12801989,7.5,9,387.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-03,854,1155.1,50409,12801989,6.7,9,393.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-04,835,1099.9,51244,12801989,6.5,8.6,400.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-05,907,1076.7,52151,12801989,7.1,8.4,407.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-06,1066,1016.4,53217,12801989,8.3,7.9,415.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-07,1335,1041,54552,12801989,10.4,8.1,426.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-08,1048,1001.4,55600,12801989,8.2,7.8,434.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-09,1375,1060,56975,12801989,10.7,8.3,445,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-10,547,1016.1,57522,12801989,4.3,7.9,449.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-11,783,1008.7,58305,12801989,6.1,7.9,455.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-12,746,985.7,59051,12801989,5.8,7.7,461.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-13,928,966,59979,12801989,7.2,7.5,468.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-14,1005,918.9,60984,12801989,7.9,7.2,476.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-15,965,907,61949,12801989,7.5,7.1,483.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-16,629,800.4,62578,12801989,4.9,6.3,488.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-17,820,839.4,63398,12801989,6.4,6.6,495.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-18,569,808.9,63967,12801989,4.4,6.3,499.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-19,806,817.4,64773,12801989,6.3,6.4,506,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-20,905,814.1,65678,12801989,7.1,6.4,513,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-21,896,798.6,66574,12801989,7,6.2,520,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-22,726,764.4,67300,12801989,5.7,6,525.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-23,714,776.6,68014,12801989,5.6,6.1,531.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-24,484,728.6,68498,12801989,3.8,5.7,535.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-25,434,709.3,68932,12801989,3.4,5.5,538.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-26,765,703.4,69697,12801989,6,5.5,544.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-27,625,663.4,70322,12801989,4.9,5.2,549.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-28,699,635.3,71021,12801989,5.5,5,554.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-29,661,626,71682,12801989,5.2,4.9,559.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-30,511,597,72193,12801989,4,4.7,563.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-05-31,369,580.6,72562,12801989,2.9,4.5,566.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-01,593,603.3,73155,12801989,4.6,4.7,571.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-02,520,568.3,73675,12801989,4.1,4.4,575.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-03,531,554.9,74206,12801989,4.1,4.3,579.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-04,460,520.7,74666,12801989,3.6,4.1,583.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-05,772,536.6,75438,12801989,6,4.2,589.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-06,425,524.3,75863,12801989,3.3,4.1,592.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-07,361,523.1,76224,12801989,2.8,4.1,595.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-08,488,508.1,76712,12801989,3.8,4,599.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-09,425,494.6,77137,12801989,3.3,3.9,602.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-10,523,493.4,77660,12801989,4.1,3.9,606.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-11,681,525,78341,12801989,5.3,4.1,611.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-12,434,476.7,78775,12801989,3.4,3.7,615.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-13,342,464.9,79117,12801989,2.7,3.6,618,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-14,350,463.3,79467,12801989,2.7,3.6,620.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-15,345,442.9,79812,12801989,2.7,3.5,623.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-16,357,433.1,80169,12801989,2.8,3.4,626.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-17,438,421,80607,12801989,3.4,3.3,629.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-18,522,398.3,81129,12801989,4.1,3.1,633.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-19,488,406,81617,12801989,3.8,3.2,637.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-20,466,423.7,82083,12801989,3.6,3.3,641.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-21,454,438.6,82537,12801989,3.5,3.4,644.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-22,504,461.3,83041,12801989,3.9,3.6,648.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-23,492,480.6,83533,12801989,3.8,3.8,652.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-24,593,502.7,84126,12801989,4.6,3.9,657.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-25,613,515.7,84739,12801989,4.8,4,661.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-26,623,535,85362,12801989,4.9,4.2,666.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-27,497,539.4,85859,12801989,3.9,4.2,670.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-28,551,553.3,86410,12801989,4.3,4.3,675,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-29,590,565.6,87000,12801989,4.6,4.4,679.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-06-30,657,589.1,87657,12801989,5.1,4.6,684.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-01,851,626,88508,12801989,6.6,4.9,691.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-02,791,651.4,89299,12801989,6.2,5.1,697.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-03,627,652,89926,12801989,4.9,5.1,702.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-04,536,657.6,90462,12801989,4.2,5.1,706.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-05,509,651.6,90971,12801989,4,5.1,710.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-06,900,695.9,91871,12801989,7,5.4,717.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-07,899,730.4,92770,12801989,7,5.7,724.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-08,731,713.3,93501,12801989,5.7,5.6,730.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-09,908,730,94409,12801989,7.1,5.7,737.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-10,807,755.7,95216,12801989,6.3,5.9,743.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-11,647,771.6,95863,12801989,5.1,6,748.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-12,408,757.1,96271,12801989,3.2,5.9,752,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-13,913,759,97184,12801989,7.1,5.9,759.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-14,1086,785.7,98270,12801989,8.5,6.1,767.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-15,775,792,99045,12801989,6.1,6.2,773.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-16,1037,810.4,100082,12801989,8.1,6.3,781.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-17,817,811.9,100899,12801989,6.4,6.3,788.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-18,739,825,101638,12801989,5.8,6.4,793.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-19,742,872.7,102380,12801989,5.8,6.8,799.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-20,1038,890.6,103418,12801989,8.1,7,807.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-21,789,848.1,104207,12801989,6.2,6.6,814,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-22,836,856.9,105043,12801989,6.5,6.7,820.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-23,1220,883,106263,12801989,9.5,6.9,830.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-24,1098,923.1,107361,12801989,8.6,7.2,838.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-25,849,938.9,108210,12801989,6.6,7.3,845.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-26,746,939.4,108956,12801989,5.8,7.3,851.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-27,1110,949.7,110066,12801989,8.7,7.4,859.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-28,802,951.6,110868,12801989,6.3,7.4,866,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-29,932,965.3,111800,12801989,7.3,7.5,873.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-30,1008,935,112808,12801989,7.9,7.3,881.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-07-31,900,906.7,113708,12801989,7,7.1,888.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-01,654,878.9,114362,12801989,5.1,6.9,893.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-02,575,854.4,114937,12801989,4.5,6.7,897.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-03,874,820.7,115811,12801989,6.8,6.4,904.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-04,752,813.6,116563,12801989,5.9,6.4,910.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-05,795,794,117358,12801989,6.2,6.2,916.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-06,780,761.4,118138,12801989,6.1,5.9,922.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-07,819,749.9,118957,12801989,6.4,5.9,929.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-08,793,769.7,119750,12801989,6.2,6,935.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-09,642,779.3,120392,12801989,5,6.1,940.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-10,823,772,121215,12801989,6.4,6,946.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-11,927,797,122142,12801989,7.2,6.2,954.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-12,1008,827.4,123150,12801989,7.9,6.5,962,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-13,800,830.3,123950,12801989,6.2,6.5,968.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-14,843,833.7,124793,12801989,6.6,6.5,974.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-15,715,822.6,125508,12801989,5.6,6.4,980.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-16,453,795.6,125961,12801989,3.5,6.2,983.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-17,613,765.6,126574,12801989,4.8,6,988.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-18,587,717,127161,12801989,4.6,5.6,993.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
