Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Pennsylvania,2020-08-19,821,690.3,127982,12801989,6.4,5.4,999.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-20,730,680.3,128712,12801989,5.7,5.3,1005.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-21,797,673.7,129509,12801989,6.2,5.3,1011.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-22,604,657.9,130113,12801989,4.7,5.1,1016.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-23,419,653,130532,12801989,3.3,5.1,1019.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-24,574,647.4,131106,12801989,4.5,5.1,1024.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-25,507,636,131613,12801989,4,5,1028.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-26,621,607.4,132234,12801989,4.9,4.7,1032.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-27,852,624.9,133086,12801989,6.7,4.9,1039.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-28,855,633.1,133941,12801989,6.7,4.9,1046.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-29,691,645.6,134632,12801989,5.4,5,1051.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-30,514,659.1,135146,12801989,4,5.1,1055.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-08-31,842,697.4,135988,12801989,6.6,5.4,1062.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-01,942,759.6,136930,12801989,7.4,5.9,1069.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-02,1047,820.4,137977,12801989,8.2,6.4,1077.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-03,931,831.7,138908,12801989,7.3,6.5,1085.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-04,943,844.3,139851,12801989,7.4,6.6,1092.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-05,668,841,140519,12801989,5.2,6.6,1097.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-06,599,853.1,141118,12801989,4.7,6.7,1102.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-07,482,801.7,141600,12801989,3.8,6.3,1106.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-08,1004,810.6,142604,12801989,7.8,6.3,1113.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-09,568,742.1,143172,12801989,4.4,5.8,1118.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-10,1036,757.1,144208,12801989,8.1,5.9,1126.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-11,969,760.9,145177,12801989,7.6,5.9,1134,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-12,671,761.3,145848,12801989,5.2,5.9,1139.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-13,700,775.7,146548,12801989,5.5,6.1,1144.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-14,1093,863,147641,12801989,8.5,6.7,1153.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-15,789,832.3,148430,12801989,6.2,6.5,1159.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-16,952,887.1,149382,12801989,7.4,6.9,1166.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-17,788,851.7,150170,12801989,6.2,6.7,1173,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-18,921,844.9,151091,12801989,7.2,6.6,1180.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-19,686,847,151777,12801989,5.4,6.6,1185.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-20,570,828.4,152347,12801989,4.5,6.5,1190,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-21,875,797.3,153222,12801989,6.8,6.2,1196.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-22,810,800.3,154032,12801989,6.3,6.3,1203.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-23,880,790,154912,12801989,6.9,6.2,1210.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-24,1026,824,155938,12801989,8,6.4,1218.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-25,941,826.9,156879,12801989,7.4,6.5,1225.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-26,918,860,157797,12801989,7.2,6.7,1232.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-27,679,875.6,158476,12801989,5.3,6.8,1237.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-28,1116,910,159592,12801989,8.7,7.1,1246.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-29,868,918.3,160460,12801989,6.8,7.2,1253.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-09-30,1026,939.1,161486,12801989,8,7.3,1261.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-01,1136,954.9,162622,12801989,8.9,7.5,1270.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-02,1207,992.9,163829,12801989,9.4,7.8,1279.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-03,980,1001.7,164809,12801989,7.7,7.8,1287.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-04,795,1018.3,165604,12801989,6.2,8,1293.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-05,929,991.6,166533,12801989,7.3,7.7,1300.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-06,1407,1068.6,167940,12801989,11,8.3,1311.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-07,1345,1114.1,169285,12801989,10.5,8.7,1322.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-08,1416,1154.1,170701,12801989,11.1,9,1333.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-09,1739,1230.1,172440,12801989,13.6,9.6,1347,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-10,1168,1257,173608,12801989,9.1,9.8,1356.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-11,1108,1301.7,174716,12801989,8.7,10.2,1364.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-12,1353,1362.3,176069,12801989,10.6,10.6,1375.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-13,1280,1344.1,177349,12801989,10,10.5,1385.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-14,1576,1377.1,178925,12801989,12.3,10.8,1397.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-15,1600,1403.4,180525,12801989,12.5,11,1410.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-16,1858,1420.4,182383,12801989,14.5,11.1,1424.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-17,1280,1436.4,183663,12801989,10,11.2,1434.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-18,1186,1447.6,184849,12801989,9.3,11.3,1443.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-19,1557,1476.7,186406,12801989,12.2,11.5,1456.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-20,1431,1498.3,187837,12801989,11.2,11.7,1467.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-21,2098,1572.9,189935,12801989,16.4,12.3,1483.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-22,2202,1658.9,192137,12801989,17.2,13,1500.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-23,2149,1700.4,194286,12801989,16.8,13.3,1517.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-24,1733,1765.1,196019,12801989,13.5,13.8,1531.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-25,1668,1834,197687,12801989,13,14.3,1544.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-26,2350,1947.3,200037,12801989,18.4,15.2,1562.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-27,2275,2067.9,202312,12801989,17.8,16.2,1580.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-28,2365,2106,204677,12801989,18.5,16.5,1598.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-29,2505,2149.3,207182,12801989,19.6,16.8,1618.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-30,2694,2227.1,209876,12801989,21,17.4,1639.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-10-31,2086,2277.6,211962,12801989,16.3,17.8,1655.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-01,1992,2323.9,213954,12801989,15.6,18.2,1671.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-02,2764,2383,216718,12801989,21.6,18.6,1692.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-03,2861,2466.7,219579,12801989,22.3,19.3,1715.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-04,2945,2549.6,222524,12801989,23,19.9,1738.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-05,3502,2692,226026,12801989,27.4,21,1765.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-06,3923,2867.6,229949,12801989,30.6,22.4,1796.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-07,3156,3020.4,233105,12801989,24.7,23.6,1820.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-08,3383,3219.1,236488,12801989,26.4,25.1,1847.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-09,4336,3443.7,240824,12801989,33.9,26.9,1881.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-10,4819,3723.4,245643,12801989,37.6,29.1,1918.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-11,5514,4090.4,251157,12801989,43.1,32,1961.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-12,5934,4437.9,257091,12801989,46.4,34.7,2008.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-13,5544,4669.4,262635,12801989,43.3,36.5,2051.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-14,5403,4990.4,268038,12801989,42.2,39,2093.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-15,4516,5152.3,272554,12801989,35.3,40.2,2129,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-16,5601,5333,278155,12801989,43.8,41.7,2172.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-17,6731,5606.1,284886,12801989,52.6,43.8,2225.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-18,7028,5822.4,291914,12801989,54.9,45.5,2280.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-19,7056,5982.7,298970,12801989,55.1,46.7,2335.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-20,6995,6190,305965,12801989,54.6,48.4,2390,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-21,7093,6431.4,313058,12801989,55.4,50.2,2445.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-22,5030,6504.9,318088,12801989,39.3,50.8,2484.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-23,6105,6576.9,324193,12801989,47.7,51.4,2532.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-24,6959,6609.4,331152,12801989,54.4,51.6,2586.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-25,8409,6806.7,339561,12801989,65.7,53.2,2652.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-26,7365,6850.9,346926,12801989,57.5,53.5,2709.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-27,7848,6972.7,354774,12801989,61.3,54.5,2771.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-28,5395,6730.1,360169,12801989,42.1,52.6,2813.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-29,4408,6641.3,364577,12801989,34.4,51.9,2847.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-11-30,5824,6601.1,370401,12801989,45.5,51.6,2893.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-01,8961,6887.1,379362,12801989,70,53.8,2963.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-02,10766,7223.9,390128,12801989,84.1,56.4,3047.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-03,12326,7932.6,402454,12801989,96.3,62,3143.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-04,12425,8586.4,414879,12801989,97.1,67.1,3240.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-05,8206,8988,423085,12801989,64.1,70.2,3304.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-06,7120,9375.4,430205,12801989,55.6,73.2,3360.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-07,10264,10009.7,440469,12801989,80.2,78.2,3440.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-08,8140,9892.4,448609,12801989,63.6,77.3,3504.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-09,12226,10101,460835,12801989,95.5,78.9,3599.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-10,12786,10166.7,473621,12801989,99.9,79.4,3699.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-11,11285,10003.9,484906,12801989,88.2,78.1,3787.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-12,9777,10228.3,494683,12801989,76.4,79.9,3864.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-13,8088,10366.6,502771,12801989,63.2,81,3927.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-14,9921,10317.6,512692,12801989,77.5,80.6,4004.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-15,10211,10613.4,522903,12801989,79.8,82.9,4084.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-16,9707,10253.6,532610,12801989,75.8,80.1,4160.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-17,9311,9757.1,541921,12801989,72.7,76.2,4233.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-18,10256,9610.1,552177,12801989,80.1,75.1,4313.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-19,6461,9136.4,558638,12801989,50.5,71.4,4363.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-20,7758,9089.3,566396,12801989,60.6,71,4424.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-21,8346,8864.3,574742,12801989,65.2,69.2,4489.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-22,9846,8812.1,584588,12801989,76.9,68.8,4566.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-23,8737,8673.6,593325,12801989,68.2,67.8,4634.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-24,7024,8346.9,600349,12801989,54.9,65.2,4689.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-25,7287,7922.7,607636,12801989,56.9,61.9,4746.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-26,5072,7724.3,612708,12801989,39.6,60.3,4786,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-27,3672,7140.6,616380,12801989,28.7,55.8,4814.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-28,9041,7239.9,625421,12801989,70.6,56.6,4885.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-29,9491,7189.1,634912,12801989,74.1,56.2,4959.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-30,8357,7134.9,643269,12801989,65.3,55.7,5024.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2020-12-31,8482,7343.1,651751,12801989,66.3,57.4,5091,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-01,7896,7430.1,659647,12801989,61.7,58,5152.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-02,4846,7397.9,664493,12801989,37.9,57.8,5190.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-03,3637,7392.9,668130,12801989,28.4,57.7,5219,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-04,8683,7341.7,676813,12801989,67.8,57.3,5286.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-05,9878,7397,686691,12801989,77.2,57.8,5363.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-06,9403,7546.4,696094,12801989,73.4,58.9,5437.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-07,10537,7840,706631,12801989,82.3,61.2,5519.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-08,9641,8089.3,716272,12801989,75.3,63.2,5595,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-09,7308,8441,723580,12801989,57.1,65.9,5652.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-10,5228,8668.3,728808,12801989,40.8,67.7,5692.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-11,7571,8509.4,736379,12801989,59.1,66.5,5752.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-12,8170,8265.4,744549,12801989,63.8,64.6,5815.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-13,6461,7845.1,751010,12801989,50.5,61.3,5866.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-14,6727,7300.9,757737,12801989,52.5,57,5918.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-15,6850,6902.1,764587,12801989,53.5,53.9,5972.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-16,5783,6684.3,770370,12801989,45.2,52.2,6017.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-17,3988,6507.1,774358,12801989,31.2,50.8,6048.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-18,5631,6230,779989,12801989,44,48.7,6092.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-19,5594,5862,785583,12801989,43.7,45.8,6136.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-20,5784,5765.3,791367,12801989,45.2,45,6181.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-21,5319,5564.1,796686,12801989,41.5,43.5,6223.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-22,5819,5416.9,802505,12801989,45.5,42.3,6268.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-23,3824,5137,806329,12801989,29.9,40.1,6298.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-24,3805,5110.9,810134,12801989,29.7,39.9,6328.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-25,5086,5033,815220,12801989,39.7,39.3,6367.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-26,5555,5027.4,820775,12801989,43.4,39.3,6411.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-27,6986,5199.1,827761,12801989,54.6,40.6,6465.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-28,8419,5642,836180,12801989,65.8,44.1,6531.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-29,5493,5595.4,841673,12801989,42.9,43.7,6574.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,2021-01-30,3959,5614.7,845632,12801989,30.9,43.9,6605.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
